username,time,text,tags,locations
Milad Azzam,Aug 2,"Replying to 
@petra_khoury",[],
Myriam J. Chaghoury,Aug 2,"تسكير البلد عم بتصير لناس و ناس!!! و في كتير عالم عم تروح و تيجي و مرحبا تعبئة
 #كورونا #لبنان","['#لبنان', '#كورونا']",
Abbassnourdeen,Aug 2,"من ميناء طرابلس!!!
يعني اذا المواطن جحش يا رفيق 300 حكومة
"" ما بتعملو بني آدم"" 

#كورونا #لبنان","['#لبنان', '#كورونا']",
Rabi Ezz #prayforbeirut,Aug 2,"لو الدولة عنا عندها هيبة ما كان استرجى ولا ابن مرا يضهر ونشوف هالمنظر يلي المفروض انو البلد مسكر 
 @Hamad_hassan20
 @M_MohamedFehmi
 تفضلوا 
#كورونا_لبنان",['#كورونا_لبنان'],
,,,[],
وكالة الناس الأخباري,Aug 2,مع ارتفاع إصابات كورونا .. لبنان يعلن الإغلاق ويحذر من الأعراس - وكالة الناس الاخبارية,[],
زينة..,Aug 2,"التعبئة العامة بمفهوم الشعب يعني عبوا البلد كلو ما تتركوا قرنة فاضية....
#كورونا_لبنان",['#كورونا_لبنان'],
iconnews,Aug 2,"""كورونا لبنان"" أسرع من المعدل العالمي!",[],
القديس مار سلامة,Aug 2,"#ان_الثوره_تولد_من_رحم_الاحزان #فيروس_كورونا #لبنان 

نعيمن أبو دياب. سحسحولو","['#فيروس_كورونا', '#لبنان', '#ان_الثوره_تولد_من_رحم_الاحزان']",
Omar Aldief,Aug 2,"#فيروس_كورونا
#لبنان_ينتفض 
#السعودية","['#فيروس_كورونا', '#السعودية', '#لبنان_ينتفض']",
Daniella Rammah ⁦⁦⁦,Aug 2,"مين بحاكم وزير الصحة؟

يجب إقالة حمد حسن ومحاكمته بجرم الاستهتار بالأمن الصحي للمواطن .

حمد حسن واحد فاشل ولا يصلح لإدارة الأزمة .

ملاحظه : اذا غني بتعمل عرس ومتل أجرك الدولة بس اذا سائق تاكسي و حاطط كمامة بتاكل ضبط ، #تفه   

#كورونا_لبنان
#وزارة_الصحة","['#وزارة_الصحة', '#كورونا_لبنان', '#تفه']",
جوال المنطقة الشرقية,Aug 2,"مع ارتفاع إصابات كورونا.. #لبنان يعلن الإغلاق ويحذر من الأعراس

http://almnatiq.net/890293/

#كورونا

 http://almnatiq.net/890293/","['#لبنان', '#كورونا']",
صحيفة المناطق,Aug 2,"مع ارتفاع إصابات كورونا.. #لبنان يعلن الإغلاق ويحذر من الأعراس

http://almnatiq.net/890293/

#كورونا","['#لبنان', '#كورونا']",
•ALi•,Aug 2,"إن غداً لِناظرِه قريب

 عدد الإصابات رح يوصل للركب .. وشكرا

#كورونا_لبنان
#شعب_مش_واعي","['#كورونا_لبنان', '#شعب_مش_واعي']",
Nakedpolitics,Aug 2,"اليمن يطالب بودائعه التي تقارب ٣٠٠ مليون دولار في لبنان
https://nakedpolitics.org/2020/08/02/lebanon-dollar/…
#لبنان #بيروت #كورونا #لبنان_ينتفض #العراق #اليمن #مصرف_لبنان #إن_الثورة_تولد_من_رحم_الأحزان
#كرمالك_يا_وطن #السعودية
 #الكويت #الامارات #مصر #القاهرة #دبي #كرمالك_يا_وطن","['#الامارات', '#العراق', '#اليمن', '#مصرف_لبنان', '#القاهرة', '#كورونا', '#دبي', '#إن_الثورة_تولد_من_رحم_الأحزان', '#الكويت', '#كرمالك_يا_وطن', '#لبنان_ينتفض', '#السعودية', '#لبنان', '#مصر', '#بيروت']",
مدار الساعة الإخباري,Aug 2,"مع ارتفاع إصابات كورونا.. لبنان يعلن الإغلاق ويحذر من الأعراس
https://alsaa.net/article-132244",[],
برق الإمارات,Aug 2,"تداعيات #كورونا.. #لبنان يعلن الإغلاق التام | سكاي نيوز 

#برق_الإمارات","['#لبنان', '#برق_الإمارات', '#كورونا']",
صحيفة حماك الكويتية,Aug 2,"لبنان يعلن الإغلاق ويحذر من الأعراس
https://hmak.org/main/%D9%84%D8%A8%D9%86%D8%A7%D9%86-%D9%8A%D8%B9%D9%84%D9%86-%D8%A7%D9%84%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D9%88%D9%8A%D8%AD%D8%B0%D8%B1-%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D8%B9%D8%B1%D8%A7%D8%B3/…
#حماك #كورونا #لبنان","['#حماك', '#لبنان', '#كورونا']",
عاجل الإمارات,Aug 2,مع ارتفاع إصابات كورونا..لبنان يعلن الإغلاق ويحذر من الأعراس. #عاجل_الإمارات,['#عاجل_الإمارات'],
سكاي نيوز عربية,Aug 2,"مع ارتفاع إصابات #كورونا.. #لبنان يعلن الإغلاق ويحذر من الأعراس
#شاهد_سكاي","['#شاهد_سكاي', '#لبنان', '#كورونا']",
ALAYAM - الأيام,Aug 2,مع ارتفاع إصابات كورونا.. لبنان يعلن الإغلاق ويحذر من الأعراس   #الأيام #البحرين #المنامة #أخبار  #bahrain #manama  #فيروس_كورونا,"['#bahrain', '#الأيام', '#manama', '#البحرين', '#أخبار', '#فيروس_كورونا', '#المنامة']",
,,,[],
AkhbarnaOnline,Aug 2,“كورونا” لبنان: ارتفاع قياسي بالإصابات.. ودعوات للتقيّد بالإجراءات!,[],
SUNIANEWS,Aug 2,"مع ارتفاع إصابات كورونا.. #لبنان يعلن الإغلاق ويحذر من الأعراس
#سونيا_الاخباري #فيروس_كورونا","['#فيروس_كورونا', '#لبنان', '#سونيا_الاخباري']",
Roya News,Aug 2,"مع ارتفاع إصابات كورونا.. #لبنان يعلن الإغلاق ويحذر من الأعراس
#رؤيا_الاخباري #فيروس_كورونا","['#فيروس_كورونا', '#رؤيا_الاخباري', '#لبنان']",
KLive NEWS HUB,Aug 2,"مع ارتفاع إصابات كورونا..لبنان يعلن الإغلاق ويحذر من الأعراس 

لتفاصيل اكثر
https://klivehub.com/%d9%85%d8%b9-%d8%a7%d8%b1%d8%aa%d9%81%d8%a7%d8%b9-%d8%a5%d8%b5%d8%a7%d8%a8%d8%a7%d8%aa-%d9%83%d9%88%d8%b1%d9%88%d9%86%d8%a7-%d9%84%d8%a8%d9%86%d8%a7%d9%86-%d9%8a%d8%b9%d9%84%d9%86-%d8%a7%d9%84%d8%a5…

#KLiveHub #News","['#KLiveHub', '#News']",
Urdoni أردني,Aug 2,مع ارتفاع إصابات كورونا..لبنان يعلن الإغلاق ويحذر من الأعراس http://dlvr.it/RcrQdr,[],
Lebanesewbass,Aug 2,"#كورونا 
#كورونا_لبنان 
@Hamad_hassan20
 
@Hassan_B_Diab
 
@LBpresidency
 
#طرابلس #الميناء كانهم بغير بلد لا كمامة لا حجر لا تباعد و يستغربون اذا تضاعفت اصابات الكورونا. 
اذا مرقت بطرابلس اشلح الكمامة لانهم ينظرون اليك كانك موبوء أو انك فضائي.
@M_MohamedFehmi","['#كورونا_لبنان', '#الميناء', '#طرابلس', '#كورونا']",
Lubna,Aug 2,"Replying to 
@Hamad_hassan20",[],
شبكة ياسي الامارات الإخبارية,Aug 2,مع ارتفاع إصابات كورونا..لبنان يعلن الإغلاق ويحذر من الأعراس,[],
Mohammad Ali Fouani,Aug 2,"أميركا: 4600000 مجموع إصابات #كورونا !
لبنان: للبيع؟",['#كورونا'],
sawtalfarah,Aug 2,"مدير مستشفى الحريري يُحذّر.. مصابون بكورونا يعانون فشلاً كلويّاً: المستشفيات ليست جاهزة؟
http://sawtalfarah.com/news/view/local_news/0/213643…
#كورونا #كورونا_لبنان","['#كورونا_لبنان', '#كورونا']",
Josephrizk,Aug 2,"Replying to 
@joylahoud
 and 
@nagisaad",[],
MaRiam T.Killo,Aug 2,"@Hamad_hassan20
 @M_MohamedFehmi
   Tripoli El-Mina #كورونا_لبنان",['#كورونا_لبنان'],
جمال باغوض,Aug 2,"اتقي الله ياشيخ
اتقي الله
هوى في حد بشوف من دول
غير البطاطا المقليه
خليهم يجولنا وناكلهم
وماعليش يصير معانا كلولسترول
ههههههه
قال كلولسترول قال
ولاه اشتقنالو لهدا الكلولسترول
هوي وأكلاتو
#صباح_الخير 
#كورونا #لبنان_ينتفض","['#لبنان_ينتفض', '#صباح_الخير', '#كورونا']",
محمد خليل جبر,Aug 2,"Replying to 
@HadiAboulHosn",[],
Ahmad Issa,Aug 2,"ونحن هيك هيك بهالحالي قاعدين بلا شغل والعالم رح تموت من الجوع من وراء هالتسكير فخلينا نختصر وقت بدل تضيّيع الوقت ومن بعدها نضطر نرجع نمدد الاجرأت والتسكير وساعتها منموت من الجوع عنجد.
#كورونا 
#كورونا_لبنان 
#لبنان 
#لبنان_يحتضر","['#لبنان_يحتضر', '#كورونا_لبنان', '#لبنان', '#كورونا']",
cartoon,Aug 2,"اول يوم العيد ٢٢٤ اصابة 
تاني يوم العيد ١٦٨ اصابة 
اليوم عيدك بالجنة احلى 
#كورونا_لبنان",['#كورونا_لبنان'],
LEB NOW,Aug 2,كورونا لبنان ... أيام صعبة و مشهد لا نريده قادم!,[],
Imad y. S!bl!n!,Aug 2,"#عاجل مدير مستشفى الحريري يحذر: استقبل المستشفى عدة مرضى مصابين بكورونا وهم يعانون من فشل كلوي وبحاجة لغسيل الكلى غالبيتهم احتاجوا للعناية المركزة، وقد توفي بعضهم لاحقاً ...

#كورونا
#لبنان","['#لبنان', '#كورونا', '#عاجل']",
قمر مشغرة,Aug 2,"كورونا لبنان … أيام صعبة و مشهد لا نريده قادم للأسف! 
@MachgharahNews",[],
EBaldati Lebanon News - بلدتي أخبار لبنانe,Aug 2,كورونا لبنان: أيّامٌ صعبة,[],
dr.Sahar,Aug 2,الالتزام عندك أولاً، المسؤولية مسؤولية الناس والشعب، الاصلاح بيبدا من جوا وبيكبر، لما أنا بكون بلا فهم ولا ضمير، ما خص الدولة!!!! #كورونا_لبنان,['#كورونا_لبنان'],
Mira Joseph Saad,Aug 2,"أعياد ميلاد، اعراس، dates، خطبات،... وين التعبئة؟ ايه بهيك مناسبات ما بتقرب كورونا، بتقول حرام خليون مبسوطين.
تشاطرتوا عكم محل وسكرتوون! لك انتو اختصاص تفقير شعبكن اكتر منو فقير. يا بتطبقوا التعبئة عالكل يا رايحين عكارثة! 
#كورونا_ما_بتمشي_بالواسطة #كورونا #لبنان_ينهار","['#كورونا_ما_بتمشي_بالواسطة', '#لبنان_ينهار', '#كورونا']",
Al-Hadeel- الهديل #PrayForBeirut,Aug 2,كورونا لبنان.. الأيام الصعبة تنتظرنا!,[],
AAA,Aug 2,"الشعب اللبناني فقد الاحساس بالألم و الخوف و الذل على امل الا يفقد الاحساس بالكرامة 
#كرمالك_يا_وطن #صباح_الخير #لبنان_ينتفض #كورونا #لبنان_يجوع #لبنان_يحتضر #لبنان_ينهار","['#لبنان_يحتضر', '#لبنان_يجوع', '#كورونا', '#كرمالك_يا_وطن', '#لبنان_ينهار', '#لبنان_ينتفض', '#صباح_الخير']",
ЌℌᎯℓεᏧ,Aug 2,"ستكون فاتورة استهتاركم وتراخي الدولة باهظة الثمن
كورنيش الميناء والمقاهي وملاهي الأطفال يشهدون على جريمة استهتار الناس بصحتهم وصحة ذويهم والعداد يرتفع غير مبالي
جهلكم يقتلنا 
#كورونا
#لبنان_ينتفض
#كرمالك_يا_وطن","['#لبنان_ينتفض', '#كرمالك_يا_وطن', '#كورونا']",
Maen Abou Ajram,Aug 2,"ياما كنت بوس شفاف
شي عادي وشي فخامة
لما صرت الكورونا خاف
تخبوا شفافي بكمامة
#كورونا_لبنان #كورونا #خليك_بالبيت
 #الحجر_المنزلي #لبنان","['#كورونا_لبنان', '#خليك_بالبيت', '#كورونا', '#الحجر_المنزلي', '#لبنان']",
صيدا أون لاين,Aug 2,'كورونا' لبنان: ارتفاع قياسي بالإصابات.. ودعوات للتقيّد بالإجراءات!,[],
Lebanon 24,Aug 2,"""#كورونا"" #لبنان: ارتفاع قياسي بالإصابات.. ودعوات للتقيّد بالإجراءات!  
#lebanon24 
https://lebanon24.com/news/lebanon/730572/lebanon24-article?utm_source=article-730572&utm_medium=Twitter-Sharing-TheWALL&utm_term=Twitter-Sharing-TheWALL&utm_campaign=Twitter-Sharing-TheWALL&src=twitter-share… via 
@Lebanon24","['#لبنان', '#lebanon24', '#كورونا']",
New Lebanon -لبنان الجديد,Aug 2,"لماذا ستظل هناك حاجة للأقنعة حتى بعد اكتشاف لقاح كورونا؟
#لبنان_الجديد

https://bit.ly/30ibpl9",['#لبنان_الجديد'],
Emmanuel,Aug 2,"Corona mawsam amrad msh mawsam a3ras khaye
#كورونا 
#لبنان","['#لبنان', '#كورونا']",
linda abdo,Aug 2,"أهميه النظاره العينيه الواقيه للحمايه من الكورونا فايروس الذي يدخل للجسم عن طريق مخاطيه العين والأنف والفم. 
ارتداء الماسك+ والنظارة الواقية هو الطريقة الأمثل للوقاية من الفايروس وليست ارتداء الماسك فقط #Covid_19 #Covid19 #كورونا_لبنان","['#Covid_19', '#كورونا_لبنان', '#Covid19']",
n*our,Aug 2,"ثورتنا ولدن من رحم الحزن والقهر. 
كلمة ""ثورة"" ترعبهم وتشتتهم.
عودوا إلى الشوارع
رح منكمل بللي بقيوا
وحقنا لازم ناخ
و مش كرمالنا كرمال ولادنا ما يدوقوا المر اللي دقناه! 
#لبنان_ينتفض
#عيد_الجيش 
#كورونا_لبنان 
#بهاء_الحريري 
#رفيق_الحريري","['#كورونا_لبنان', '#رفيق_الحريري', '#لبنان_ينتفض', '#بهاء_الحريري', '#عيد_الجيش']",
رأفت خالد Raafat Khaled,Aug 2,"1/8/2020, Corona cases:

#CoronavirusPandemic 
#Corona_Lebanon 
#Lebanon 
#لبنان 
#كورونا_لبنان 
#Covid_19 
#فيروس_كورونا_الجديد 
#فيروس_كورونا 
#Coronavirius 
#كورونا
#CoronaVirusUpdate
#COVID19TSHELP","['#Lebanon', '#COVID19TSHELP', '#فيروس_كورونا_الجديد', '#Corona_Lebanon', '#كورونا_لبنان', '#Covid_19', '#Coronavirius', '#كورونا', '#CoronaVirusUpdate', '#CoronavirusPandemic', '#فيروس_كورونا', '#لبنان']",
abojawad,Aug 2,#كورونا_لبنان,['#كورونا_لبنان'],
ملاك,Aug 2,"وان واي #فري_تيكتس نحو السماء، خط ترانزيت بلا رجعة. مخصصة لكل مستهتر و بلا ضمير... لكل من يدعي أن الكورونا فيروس كذبة.
#كورونا_لبنان","['#كورونا_لبنان', '#فري_تيكتس']",
مُراقِبْ,Aug 2,"جوزيف ابو فاضل شخص ما خلّا شي غلط الا وعمله ومباشر عالهواء بالوقت اللي كل حدن بيطلع عالتلفزيون لازم يكون عبرة لغيره.
١- لم يلتزم بآداب العطس او السعال
٢- لم يستخدم منديل
٣- لم يقم بتعقيم يديه 
٤- دغري عرف انه ""ما إشبه شي""
#لا_للإستهتار
#كورونا_لبنان","['#كورونا_لبنان', '#لا_للإستهتار']",
Omar Shehab,Aug 2,"الضوابط بدها متابعة معاليك والّا بتصير فلتان. 
وين مفكّر حالك!
#لبنان #كورونا_لبنان","['#كورونا_لبنان', '#لبنان']",
Omar Shehab,Aug 1,"بتستغرب فيي بحط الكمامة
بستغرب فيك مش حاطتها
#كورونا_لبنان 
#eyeforaneye","['#كورونا_لبنان', '#eyeforaneye']",
Manal,Aug 1,"هلاء المفروض ، نحن بحال طوارئ و حجر  بسبب انتشار #كورونا #لبنان
و في شرطة عم تراقب ؟ ولا متكلين على وعينا ؟ لأن الحجر مقتل بعضه و الناس آخدة الحيطة و ما في ابدا تجمعات ","['#لبنان', '#كورونا']",
AAA,Aug 1,"الحق على الشعب اللبناني لأن قبل بي كل شي ، خلي الشعب اللبناني نايم بالبيت بهيدا الزل ، بعتيلو فاتورة الموتور 
@GhajarRaymond
 بلكي بيدفعها هوي #صاحبة_رأي  #كورونا #لبنان #لبنان__ينتفض #لبنان_يحتضر #لبنان_يجوع #لبنان_ينهار","['#لبنان_يحتضر', '#لبنان_يجوع', '#صاحبة_رأي', '#كورونا', '#لبنان_ينهار', '#لبنان__ينتفض', '#لبنان']",
S,Aug 1,كورونا لبنان أُعطيَت له,[],
جورج,Aug 1,"الحل الأقوى للقضاء على الكورونا هو سحب هذا الإسم من وسائل الإعلام كافة و وسائل التواصل الاجتماعي
و عدم تعداد الإصابات و كل واحد يقبع شوكه ب ايده و يحمي حاله
هيدا الحل الأمثل و الأنجح
#كورونا_لبنان 
#المحترم","['#المحترم', '#كورونا_لبنان']",
Joey Khalil,Aug 1,"قبل ال Lockdown, العالم كانت عم تسهر خارج البيوت. إي والله هال Lockdown رح يعلي أرقام الإصابات بسبب العالم المهملة لنقلت الحفلات لداخل البيوت.
#كورونا #لبنان
#COVIDIOTS","['#COVIDIOTS', '#لبنان', '#كورونا']",
Antoinette Abi Karam,Aug 1,الفنان ايلي شويري ملك الأغنية الوطنية دون منازع تلحيناً وغناءً #الجيش_اللبناني #صاحبة_رأي #كورونا #لبنان #كرمالك_يا_وطن,"['#صاحبة_رأي', '#كورونا', '#كرمالك_يا_وطن', '#لبنان', '#الجيش_اللبناني']",
Larissa Aoun,Aug 1,175 اصابة جديدة بفيروس #كورونا #لبنان,"['#لبنان', '#كورونا']",
Lina Ghotmi,Aug 1,"هل حكومة برعاية ""حارة كل مين إيدو إلو""، مش عم صدق شو سمعت، هو الكورونا بحب ايام معينة بالأسبوع، وبيجي عأعراس إيه أعراس لا، وأحلى شي إنو ما في نتسيق بين الوزراء لإنو بيحترموا بعض وما بيدخلوا بشؤون بعض
 مهضومين مهضومين #كورونا #لبنان_ينهار","['#لبنان_ينهار', '#كورونا']",
زوم نيوز,Aug 1,"#مكه_الان #كورونا #لبنان #الكويت #السعودية
 #مجلس_الأمة #استجواب_وزير_المالية #استجواب_وزير_التربيه","['#مجلس_الأمة', '#كورونا', '#الكويت', '#مكه_الان', '#استجواب_وزير_المالية', '#استجواب_وزير_التربيه', '#السعودية', '#لبنان']",
F,Aug 1,"رئيس بلدية برج الشمالي يطلب من مواطن مصاب بكورونا وهو سائق سيارة تاكسي التزام منزله وعدم التجول مقابل تأمين حاجياته.
#كورونا #لبنان","['#لبنان', '#كورونا']",
Sara Chang,Aug 1,"My #Lebanon #COVID19 #كورونا_لبنان dashboard of key indicators got 1,015 views in July! It's updated daily based on data extracted from 
@mophleb
, 
@DRM_Lebanon
, & 
@WHOLebanon
 & content is free to use for all purposes. https://infogram.com/lebanon-covid-19-dashboard-1h7g6k3z3jpo2oy?live…","['#كورونا_لبنان', '#Lebanon', '#COVID19']",
naعِmeh,Aug 1,"١٨ سنة مهجورة لم يستثمر فيها اي مشروع 
هيدي المدرسة مؤهلة ل تكون مستشفى خاص لمرضى الكورونا 
اولا مساحتها كافية و زيادة 
ثانيا بعيدة عن السكن  
مساحة الغرفة فيها بتساع عدد ٩ الى ١٠  سرير 
 بعتقد مشروع مهم اذا الدولة حقا بدها تشتغل 
#كورونا 
#لبنان #وزارة_الصحة","['#وزارة_الصحة', '#لبنان', '#كورونا']",
Yasser-younes,Aug 1,كورونا لبنان: عدّاد الاصابات ما زال مرتفعا... وتسجيل حالتي وفاة,[],
Dr. Nader Ghazal,Aug 1,كورونا لبنان... عود على بدء... مع تناقض بين وزارتي الداخلية والصحة... وسبعة أعراس مستثناة من الإقفال والعزل... عن جد لبنان بلد سايب كله عجايب,[],
Maria Elissa Faour,Aug 1,"نتكيّف؟
عندكن مستشفيات قادرة تستوعب ""التكيف"" ؟
#كورونا #لبنان","['#لبنان', '#كورونا']",
Samia Khaddaj,Aug 1,"مبروك زواج فاليري ابو شقرا من بكركي.لكن على علمي البلد مسكّر،صح؟والأعراس بيكون فيها اكتظاظ صح؟ويللي لفتني انو ما حدا في بكركي من المعازيم حاطط كمامة!يا انا بطلت استوعب يا بطلت استوعب.مبروك للجميلة فاليري بكل الاحوال.
@valerieaboucha
 #كورونا #لبنان #فيروس_كورونا #خليك_بالبيت","['#فيروس_كورونا', '#لبنان', '#كورونا', '#خليك_بالبيت']",
Suzanne Berbery,Aug 1,"نظموها  يا شباب ضيعتونا ؟الحق ع الطليان !
 ليست المرة الاولى ليس هناك تنسيق بين وزارتي #الصحة و #الداخلية  بدءا ع #الكمامة #حسن لا يتطلب دفع غرامة #فهمي طالب بغرامة 50 الف ليرة الى اليوم السيناريو يتكرر ف السماح ف المناسبات حسن يعطي الاستثناءات و فهمي  يفرض غرامات  #كورونا #لبنان","['#فهمي', '#الصحة', '#الداخلية', '#كورونا', '#الكمامة', '#لبنان', '#حسن']",
suzanne,Aug 1,"نظموها  يا شباب ضيعتونا ؟الحق ع الطليان !
 ليست المرة الاولى ليس هناك تنسيق بين وزارتي #الصحة و #الداخلية  بدءا ع #الكمامة #حسن لا يتطلب دفع غرامة #فهمي طالب بغرامة 50 الف ليرة الى اليوم السيناريو يتكرر ف السماح ف المناسبات حسن يعطي الاستثناءات و فهمي  يفرض غرامات  #كورونا #لبنان","['#فهمي', '#الصحة', '#الداخلية', '#كورونا', '#الكمامة', '#لبنان', '#حسن']",
Mona,Aug 1,"Replying to 
@LBCI_NEWS",[],
العربي الجديد-عاجل,Aug 1,"#عاجل | وزارة الصحة اللبنانية: تسجيل حالتي وفاة و175 إصابة جديدة بفيروس #كورونا

#لبنان
 #معاً_نعزل_كورونا","['#معا', '#لبنان', '#كورونا', '#عاجل']",
العربي الجديد,Aug 1,"#عاجل | وزارة الصحة اللبنانية: تسجيل حالتي وفاة و175 إصابة جديدة بفيروس #كورونا

#لبنان
 #معاً_نعزل_كورونا","['#معا', '#لبنان', '#كورونا', '#عاجل']",
Ziad Debs,Aug 1,ولا تزال الأفراح في دياركم عامرة 175 #COVIDー19 #فيروس_كورونا #كورونا #كورونا_لبنان,"['#كورونا_لبنان', '#فيروس_كورونا', '#COVIDー19', '#كورونا']",
stephanieraad,Aug 1,"لا وزير الصحة معو خبر ولا وزير الداخلية معو خبر 
 #كورونا #كورونا_لبنان
@LBCI_NEWS
 لله يخليك يا 
@Maryo_abboud
 عم يضحكو علينا استثناء شو؟","['#كورونا_لبنان', '#كورونا']",
Nicholas Frakes | نيكولاس فرايكس,Aug 1,"175 new #COVID19 cases in #Lebanon as well as another two deaths. The total is now 4,730 and 61 deaths. #CoronaVirusUpdate #كورونا #كورونا_لبنان","['#Lebanon', '#كورونا_لبنان', '#كورونا', '#CoronaVirusUpdate', '#COVID19']",
حركة أمل,Aug 1,"التقرير اليومي لفيروس كورونا ""كوفيد -19""
التاريخ: السبت 1  آب 2020
#حركة_أمل
#كورونا_لبنان
#خليك_بالبيت
#وطنك_بيتك
#كورونا","['#وطنك_بيتك', '#كورونا_لبنان', '#كورونا', '#خليك_بالبيت', '#حركة_أمل']",
tayyar.org,Aug 1,كورونا لبنان - حالات وفاة جديدة! https://tayyar.org/News/Lebanon/364985/…,[],
جنوبية | Janoubia,Aug 1,"شهر تموز الكارثي لم ينتهِ على خير

---
#جنوبية #كورونا #كورونا_لبنان #Janoubia","['#جنوبية', '#كورونا_لبنان', '#Janoubia', '#كورونا']",
Paul Daccache,Aug 1,"Search for LEB2DAY in playstore

#كورونا #لبنان #خليك_بالبيت","['#خليك_بالبيت', '#لبنان', '#كورونا']",
,Aug 1,"يا جماعة افهموا
كورونا ما لعبة
ما لعبة كورونا

اذا ما عشانك عشان الناس يلي بتحبها.

الله يحمي الجميع

#كورونا_لبنان",['#كورونا_لبنان'],
COVID-19 LB,Aug 1,"COVID-19 daily report for Saturday, August 01, 2020:

175 new people tested positive for COVID-19 out of 8738 tests, distributed between 155 local residents and 20 returning expats, increasing the total number of cases to 4730. ⁧⁧#كورونا_لبنان",['#كورونا_لبنان'],
LebanonFiles,Aug 1,#كورونا #لبنان: عدّاد الاصابات ما زال مرتفعا... وتسجيل حالتي وفاة,"['#لبنان', '#كورونا']",
Tony Saliba,Aug 1,١٧٥  اصابة جديدة بفيروس كورونا رفعت العدد ل ٤٧٣٠ و حالتا وفاة رفعت العدد ل ٦١ #كورونا #لبنان,"['#لبنان', '#كورونا']",
Maen Abou Ajram,Aug 1,"بالعشق كان قلبي قدى
عكل حلوة مارقة يزقزق
يا خسارة عالحجِر صدّى
وصار كل ما يدق يزيزق

#كورونا #كورونا_لبنان #لبنان #الحجر_المنزلي #خليك_بالبيت
 #الكورونا #لبنان_يحتضر","['#الكورونا', '#لبنان_يحتضر', '#كورونا_لبنان', '#خليك_بالبيت', '#كورونا', '#الحجر_المنزلي', '#لبنان']",
sondos,Aug 1,"Replying to 
@ossama__ismail",[],
Мохамад 7ajj شحادة,Aug 1,"#لبنان عبارة عن زريبة بي حجم وطن!

#سنموت_بعد_قليل #كورونا_لبنان #منظمة_الصحة_العالمية #فيروس_كورونا","['#سنموت_بعد_قليل', '#كورونا_لبنان', '#منظمة_الصحة_العالمية', '#فيروس_كورونا', '#لبنان']",
Mustapaha_dhaybi,Aug 1,هيدا الحجر المنزلي على الطريقة اللبنانية بنكهة #عيد_الاضحى #كورونا_لبنان,"['#كورونا_لبنان', '#عيد_الاضحى']",
Varant,Aug 1,Be careful please #Lebanon #كورونا #لبنان_ينتفض,"['#لبنان_ينتفض', '#Lebanon', '#كورونا']",
Elsiyasa | السياسة,Aug 1,"بلدية #كفرحزير تدعو من اختلط بالشقيقين المصابين لإجراء فحص الـ PCR  https://elsiyasa.com/article/121240 
#كورونا #لبنان","['#لبنان', '#كفرحزير', '#كورونا']",
Hadi Chaaban,Aug 1,"اليوم اجت فاتورة إشتراك الموتار، بس بدي قلكن: الله لا يسامحكم لا دني ولا آخرة...
@Hassan_B_Diab
 @Gebran_Bassil
 @CesarAbiKhalil
 @NadaBoustani
 @GhajarRaymond
 @grandserail
 #لبنان #لبنان_يحتضر #كورونا_لبنان #لبنان_يجوع #كورونا #كهرباء_لبنان","['#لبنان_يحتضر', '#لبنان_يجوع', '#كورونا_لبنان', '#كورونا', '#كهرباء_لبنان', '#لبنان']",
Dany Awwad داني عواد,Aug 1,تسكير البلد ل ١٠ الشهر مش رح يعمل شي ومش رح يقلل نسبة الاصابات.. الناس انبسطوا انه عطلة وفلتانين عالمسابح والمنتجعات والشاليهات.. بالقليلة بالشعل في ضوابط صحية مجبورين يتقيدوا فيها.. رجعونا عالشغل خيي #كورونا_لبنان,['#كورونا_لبنان'],
Carl Sawaya,Aug 1,Tiktok is a Chinese virus that have a lot of big disadvantages and also on the American people #TikTok #tiktokdown #لبنان_ينتفض #لبنان_كورونا #لبنان,"['#لبنان_كورونا', '#tiktokdown', '#TikTok', '#لبنان_ينتفض', '#لبنان']",
Riad Hakim,Aug 1,"هيدا هو الهلع بحد زاتو، اول شي كنا نمنعنا انو ندخل اوروبا وهلق الكويت والخليج كلو على الطريق
شكرا وزير الصحة على كل شي، شكرا وزير الخارجية
#كورونا_لبنان
#لا_داعي_للهلع
#بلا_مخ","['#لا_داعي_للهلع', '#كورونا_لبنان', '#بلا_مخ']",
BelMokhtasar.com,Aug 1,#كورونا_لبنان #Covid_19 #كورونا #لبنان,"['#Covid_19', '#كورونا_لبنان', '#لبنان', '#كورونا']",
قنـــاة الجـــديـــد,Aug 1,#كورونا #لبنان... تخبّط و تحذير من انهيار القطاع الصحي,"['#لبنان', '#كورونا']",
Charbel B. Merheb,Aug 1,يا وزير الصحة ، مش اذا سكرتوا المؤسسات والاشغال يعني بينزل عدد الاصابات وانتو تاركين الناس فلتانة من مطرح لمطرح، سهرات وقعدات ومشاوير ورقص واعياد ميلاد واعراس..الفرق الوحيد بدل ما يكونوا بمطاعم وعالمسابح راحوا عالبيوت!! صرت حس انو انتو قاصدين ترفعوا العدد الاصابات #كورونا_لبنان,['#كورونا_لبنان'],
Zakia Dimassi,Aug 1,"الالتزام بالتباعد الاجتماعي وارتداء الكمامات خلال التعبئة العامة في أحد شوارع #بيروت. لكم التعليق.
#كورونا_لبنان","['#كورونا_لبنان', '#بيروت']",
