year,month,KADAA_ID,KADAA_AR,KADAA_EN,topics,sentiment,sentiment_label
2020,2,81000,صيدا,Saida,"['#كورونا_لبنان #سكروا_المدارس', '#Corona #كورونا_لبنان', '#الدولار', 'إقفال المدارس', 'التدابير والإجراءات', '#لا_داعي_للهلع #لبنان_ينتفض #سكروا_المدارس', 'خلية أزمة صحية']",-0.026948930186077358,Negative
2020,2,82000,جزّين,Jezzine,"['#Lebanon', '#Healthcare']",0.07460519341769342,Positive
2020,2,83000,صور,Sour,"['#Lebanon', '#Healthcare']",0.05834385521885522,Positive
2020,3,11000,عكّار,Akkar,"['Therapy', '#Jobs']",0.22671628807518446,Positive
2020,3,21000,الهرمل,El Hermel,"['#خليك_بالبيت #كورونا_لبنان', '#Covid_19 #Lebanon', '#خليك_في_البيت #كورونا_لبنان', '#coronavirus #Covid_19', '#الحجر_المنزلي']",0.0672299558986306,Positive
2020,3,22000,بعلبك,Baalbek,"['#فيروس_كورونا', '#كورونا #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان', 'الرعاية الصحية']",0.046738116543015955,Positive
2020,3,31000,بيروت,Beirut,"['#كورونا #لبنان', '#خليك_بالبيت #كورونا_لبنان', 'legalise medical cannabis', 'انتشار كورونا']",0.06565219572269954,Positive
2020,3,41000,زحلة,Zahle,"['wash your hands', '#كورونا #لبنان', 'فيروس كورونا', '#COVIDー19 #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان']",0.06766262279119564,Positive
2020,3,42000,البقاع الغربي,West Bekaa,"['تسجيل حالة', '#الكلوروكين', '#كورونا_لبنان #خليك_بالبيت']",0.07779854165264748,Positive
2020,3,43000,راشيّا,Rachaya,"['#كورونا_لبنان #كورونا', 'فيروس كورونا', '#خليك_بالبيت #الحجر_المنزلي', '#وطنك_بيتك']",0.015348445668630093,Positive
2020,3,51000,بعبدا,Baabda,"['#خليك_بالبيت #كورونا_لبنان', 'حالة الطوارئ', 'Italy']",0.07383012417462861,Positive
2020,3,52000,المتن,El Meten,"['#كورونا #لبنان', '#فيروس_كورونا #CoronaOutbreak', 'الوقاية والمعرفة', '#خليك_بالبيت #كورونا']",0.0648920457193558,Positive
2020,3,53000,الشّوف,Ech Chouf,['#كورونا #كورونا_لبنان'],0.08488406824590564,Positive
2020,3,54000,عاليه,Aley,"['#كورونا_لبنان #كورونا', '#كورونا_لبنان #خليك_بالبيت', '#كورونا_لبنان #كلن_يعني_كلن', 'الحجر الصحي', '#لبنان_يثور #كورونا_لبنان']",0.076927460362367,Positive
2020,3,55000,كسروان,Kesserouane,"['#كورونا #كورونا_لبنان', '#كورونا_لبنان #خليك_بالبيت', 'وزارة الصحة', 'فيروس كورونا', '#إعلان_حالة_الطوارىء', 'وزير الصحة', 'إصابة جديدة', 'الحجر الصحي', 'التعبئة العامة', 'الصحة اللبنانية', '#إعلان_حالة_الطوارىء #انضبوا_ببيوتكم', '#بيتك_بيحميك']",0.07248273259161306,Positive
2020,3,56000,جبيل,Jbeil,"['#كورونا #لبنان', '#فيروس_كورونا', '#خليك_بالبيت #كورونا_لبنان', 'حالة وفاة', 'إصابة جديدة', 'وزير الصحة', 'مستشفى رفيق الحريري']",0.08323813842386989,Positive
2020,3,61000,النبطيّة,El Nabatieh,"['#كورونا #كورونا_لبنان', '#كورونا_لبنان #COVIDー19', '#StayAtHome #Covid_19']",0.1316523527352735,Positive
2020,3,62000,بنت جبيل,Bent Jbeil,"['#كورونا #لبنان', '#كورونا #فيروس_كورونا', '#خليك_بالبيت #وقاية']",0.06027057694918322,Positive
2020,3,63000,مرجعيون,Marjaayoun,"['فيروس #كورونا', 'مستشفى رفيق الحريري', 'stay home']",0.0967409886032335,Positive
2020,3,64000,حاصبيّا,Hasbaya,"['#كورونا_مصر #كورونا_لبنان', '#كورونا_لبنان #كورونا_العراق #كورونا_البحرين', '#كورونا_المستجد #كورونا_في_الكويت #كورونا_مصر', '#خليك_بالبيت #كورونا_لبنان', '#صامدون #كورونا_لبنان']",0.059884648520008577,Positive
2020,3,71000,طرابلس,Tripoli,"['#كورونا #كورونا_لبنان', '#Corona #StayHome', '#خليك_بالبيت #خليك_في_البيت', 'لا داعي للهلع']",0.07091721787674295,Positive
2020,3,72000,الكورة,El Koura,"['#كورونا #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان', 'مستشفى رفيق الحريري']",0.07146340777272843,Positive
2020,3,73000,زغرتا,Zgharta,"['#كورونا #لبنان', '#كورونا #خليك_بالبيت', '#كورونا_لبنان #فيروس_كورونا', '#سنعبر #حظر_تجول_اجباري_ينقذنا', 'انتشار الوباء', 'الحجز المنزلي']",0.0744857624566706,Positive
2020,3,74000,البترون,El Batroun,"['#كورونا #كورونا_لبنان', '#خليك_بالبيت #كورونا', 'Jobs', 'خليكن بالبيت', 'cases have increased']",0.05476981036730204,Positive
2020,3,76000,بشرّي,Bcharre,"['مستشفى رفيق الحريري', '#كورونا_لبنان #كورونا', '#خليك_بالبيت #خليك_في_البيت', '#لا_داعي_للهلع']",0.08731172110717565,Positive
2020,3,77000,المنية-الضنّية,El Minieh-Dennieh,"['#كورونا_لبنان #كورونا', '#قوتنا_في_وحدتنا', '#Covid_19', '#كورونا_لبنان #انضبوا_يلعن_اهلكم', '#خليك_بالبيت #coronavirus']",0.07140363559256688,Positive
2020,3,81000,صيدا,Saida,"['#خليك_بالبيت #كورونا_لبنان', '#سوا_منواجه #فيروس_كورونا', 'حالة وفاة', 'وزير الصحة', 'وزارة الصحة', 'حالة الطوارئ', '#خليك_بالبيت #الحجر_المنزلي']",0.05616583543863147,Positive
2020,3,82000,جزّين,Jezzine,"['فيروس كورونا', '#كورونا #كورونا_لبنان', '#كورونا_لبنان #خليك_بالبيت', '#ما_تستهتر #كورونا']",0.07900011649610054,Positive
2020,3,83000,صور,Sour,"['#كورونا #لبنان', '#كورونا #كورونا_فايروس #مدينة_صور', '#ما_تستهتر #كورونا', '#كورونا #كورونا_لبنان', '#ما_تستهتر #كورونا #كورونا_فايروس', 'فيروس كورونا', '#خليك_بالبيت #خليك_في_البيت', 'وزير الصحة', '#خليك_بالبيت #ما_تستهتر', 'وزارة الصحة']",0.05697480788764034,Positive
2020,4,11000,عكّار,Akkar,"['first Arab country', 'legalise cannabis', 'medical marijuana', '#لبنان #كورونا']",0.0990849366058024,Positive
2020,4,21000,الهرمل,El Hermel,['#Lebanon'],0.0813341346153846,Positive
2020,4,22000,بعلبك,Baalbek,"['#كورونا #كورونا_لبنان', 'COVID-19']",0.027988092603342386,Positive
2020,4,31000,بيروت,Beirut,"['#كورونا #لبنان', '#كورونا_لبنان #خليك_بالبيت', 'فيروس كورونا', 'جديدة بفيروس', 'إصابة جديدة', 'medical cannabis', '#كورونا #لبنان_ينتفض']",0.06937970150626084,Positive
2020,4,41000,زحلة,Zahle,"['كورونا لبنان', 'وزارة الصحة', 'وباء كورونا', '#بالوعي_نواجه_الكورونا']",0.06694678088318438,Positive
2020,4,42000,البقاع الغربي,West Bekaa,"['الحكومة اللبنانية', '#خليك_بالبيت #كورونا_لبنان', 'التعبئة العامة', '#مش_مزحة #خليك_بالبيت #Covid_19', '#خليك_بالبيت #Covid_19', 'وزارة الصحة', '#مش_مزحة', 'مرض مش لعبة']",0.0597075102127919,Positive
2020,4,43000,راشيّا,Rachaya,"['#كوفيد_19 #خليك_بالبيت', '#كورونا_لبنان #كورونا', '#خليك_في_البيت #الحجر_المنزلي', 'بلا مسؤولية']",0.07292227737540237,Positive
2020,4,51000,بعبدا,Baabda,"['#كورونا #لبنان', '#كورونا_لبنان #كورونا', '#كورونا_لبنان #خليك_بالبيت', '#لبنان_ينتفض #لبنان', '#كلن_يعني_كلن #كورونا_لبنان #كورونا', '#خليك_بالدار #COVID2019', '#الحجر_المنزلي']",0.08185035077632404,Positive
2020,4,52000,المتن,El Meten,"['medical marijuana', '#كورونا #لبنان', '#الحجر_المنزلي', '#خليك_بالبيت #كورونا_لبنان']",0.07652856513827297,Positive
2020,4,53000,الشّوف,Ech Chouf,"['#كورونا #لبنان', 'وزارة الصحة', 'فيروس #كورونا', 'اجمالي الإصابات', 'إصابة جديدة']",0.05503359519446017,Positive
2020,4,54000,عاليه,Aley,"['#كورونا #لبنان', '#StayAtHome #StayHome', '#كورونا_لبنان #Covid_19', '#الحجر_المنزلي #خليك_بالبيت']",0.05806226437926208,Positive
2020,4,55000,كسروان,Kesserouane,"['#كورونا #لبنان', 'وزارة الصحة', 'وزير الصحة', '#خليك_بالبيت #كورونا_لبنان', 'التعبئة العامة', '#StayHome #StaySafe', 'اصابات جديدة', 'وزير الداخلية', '#خليك_واعي #لبنان']",0.07446195961926347,Positive
2020,4,56000,جبيل,Jbeil,"['#كورونا #لبنان', 'إصابات جديدة', '#وزارة_الصحة']",0.07844686656492884,Positive
2020,4,61000,النبطيّة,El Nabatieh,"['#كورونا #لبنان', 'medical cannabis', '#Covid_19 #كورونا', '#خليك_بالبيت #كورونا_لبنان', '#الحيوانات_لا_تنقل_العدوى #كورونا_لبنان', 'الحجر المنزلي']",0.07421457540775722,Positive
2020,4,62000,بنت جبيل,Bent Jbeil,['#كورونا_لبنان #خليك_بالبيت #وطنك_بيتك #كورونا'],0.04785252381485192,Positive
2020,4,63000,مرجعيون,Marjaayoun,"['#كورونا #لبنان', '#COVID19 #Lebanon']",0.03017703072390572,Positive
2020,4,64000,حاصبيّا,Hasbaya,['#كورونا #لبنان'],0.04951272610444359,Positive
2020,4,71000,طرابلس,Tripoli,"['طرابلس', '#StayHome #StayAtHome', '#خليك_بالبيت #كورونا', '#كورونا #لبنان', 'اسواق طرابلس اليوم', '#Corona #StayHome', 'التزام تام']",0.062298379629629634,Positive
2020,4,72000,الكورة,El Koura,"['#كورونا #لبنان', 'حالات جديدة', '#لبنان_ينتفض #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان', 'وزير الصحة', 'وزارة الصحة']",0.07014770960310653,Positive
2020,4,73000,زغرتا,Zgharta,"['القعدة بالبيت', 'كورونا لبنان']",0.07770994578862284,Positive
2020,4,74000,البترون,El Batroun,"['#خليك_بالبيت\u2069 \u2067#كورونا_لبنان', '#كورونا #لبنان']",0.07162693614464005,Positive
2020,4,76000,بشرّي,Bcharre,"['#كورونا #لبنان', '#خليك_في_البيت', '#بشرّي']",0.10069446364255219,Positive
2020,4,77000,المنية-الضنّية,El Minieh-Dennieh,"['#كورونا #كورونا_لبنان', 'Syrian refugees', 'وفاة جديدة']",0.08926677420068226,Positive
2020,4,81000,صيدا,Saida,"['#كورونا_لبنان #كورونا', 'القعدة بالبيت', '#كورونا_لبنان #خليك_بالبيت', 'وزير الداخلية', 'وزير الصحة', 'الحجز المنزلي']",0.048291515373716454,Positive
2020,4,82000,جزّين,Jezzine,"['#خليك_بالبيت #كورونا', 'medical cannabis']",0.07184461944779749,Positive
2020,4,83000,صور,Sour,"['#كورونا #لبنان', '#كورونا_فايروس #مدينة_صور', '#ما_تستهتر #كورونا #كورونا_فايروس', '#كورونا_لبنان #خليك_في_البيت', '#حمد_حسن #كورونا_لبنان']",0.07425673269966748,Positive
2020,5,11000,عكّار,Akkar,['#كورونا #لبنان'],0.10244417080207609,Positive
2020,5,21000,الهرمل,El Hermel,['#كورونا #لبنان'],0.07138068413068412,Positive
2020,5,22000,بعلبك,Baalbek,"['#كورونا #كورونا_لبنان', 'medical marijuana']",0.09104094586916225,Positive
2020,5,31000,بيروت,Beirut,"['#خليك_بالبيت #كورونا', '#كورونا #لبنان', 'وزارة الصحة', 'اصابات جديدة']",0.05673244172396998,Positive
2020,5,41000,زحلة,Zahle,"['#كورونا #كورونا_لبنان', 'وعي الشعب', 'حالات الجديدة', 'COVID-19 cases']",0.09169825558724883,Positive
2020,5,42000,البقاع الغربي,West Bekaa,"['الحكومة الجديدة', '#كورونا #لبنان_ينتقض']",0.0331943386688757,Positive
2020,5,43000,راشيّا,Rachaya,"['إدارة الكوارث', 'شفاء جديدة', '#كورونا_لبنان #كوفيد_19', 'الإلتزام بالتدابير', '#كورونا_لبنان #كوفيد_19 #الجيش_اللبناني']",0.07960375645859516,Positive
2020,5,51000,بعبدا,Baabda,"['#كورونا_لبنان #كورونا', 'وزير التربية', '#كورونا_لبنان #خليك_بالبيت', 'وزارة الصحة', 'وزير الصحة']",0.07478221519756979,Positive
2020,5,52000,المتن,El Meten,"['medical marijuana', '#كورونا #لبنان', '#خليك_بالبيت #كورونا_لبنان', 'وزارة الصحة', '#الحجر_المنزلي']",0.04241955698812833,Positive
2020,5,53000,الشّوف,Ech Chouf,"['#كورونا #لبنان', 'medical marijuana', '#marijuana #weed', 'فيروس #كورونا', '#خليك_بالبيت #كورونا_لبنان']",0.03706810723198972,Positive
2020,5,54000,عاليه,Aley,"['#كورونا #لبنان', 'medical marijuana', '#لبنان_ينتفض #كورونا_لبنان', '#ومضة #كورونا_لبنان']",0.07107116761196622,Positive
2020,5,55000,كسروان,Kesserouane,"['إصابة جديدة', 'وزارة الصحة', '#كورونا #لبنان', 'وزارة الصحة', 'وزير الصحة', '#خليك_بالبيت #كورونا_لبنان', 'فتح البلد', 'الموجة الثانية', 'وفاة جديدة']",0.0701765367063492,Positive
2020,5,56000,جبيل,Jbeil,"['#فيروس_كورونا', 'إصابة جديدة', '#كورونا #لبنان', '#وزارة_الصحة', '#كورونا #خليك_بالبيت', 'التعبئة العامة']",0.06615989145292028,Positive
2020,5,61000,النبطيّة,El Nabatieh,['#كورونا #كورونا_لبنان'],0.11445408079239601,Positive
2020,5,62000,بنت جبيل,Bent Jbeil,"['التقرير اليومي', '#كورونا_لبنان #خليك_بالبيت #وطنك_بيتك #كورونا', '#لبنان']",0.05917235569055801,Positive
2020,5,63000,مرجعيون,Marjaayoun,"['COVID-19 Pandemic', '#كورونا #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان']",0.07220311955764543,Positive
2020,5,64000,حاصبيّا,Hasbaya,"['#كورونا #لبنان', 'الصليب الأحمر', 'عودة اللاجئين', '#لبنان #لبنان_ينتفض']",0.041717482807277106,Positive
2020,5,71000,طرابلس,Tripoli,['#كورونا_لبنان #لبنان'],0.1308982683982684,Positive
2020,5,72000,الكورة,El Koura,"['#كورونا #لبنان', 'وزارة الصحة', 'إصابات جديدة', 'فايروس كورونا', '#الحجر_المنزلي']",0.05939273384417735,Positive
2020,5,73000,زغرتا,Zgharta,['لبنان'],0.1796680592038921,Positive
2020,5,74000,البترون,El Batroun,"['#خليك_بالبيت\u2069 \u2067#كورونا_لبنان', 'COVID-19 daily report', 'COVID-19 cases']",0.04528094358957417,Positive
2020,5,76000,بشرّي,Bcharre,"['medical marijuana', '#كورونا #كورونا_لبنان', 'تعبئة عامة', '#لبنان']",-0.03308440711609726,Negative
2020,5,77000,المنية-الضنّية,El Minieh-Dennieh,"['Syrian refugees', 'إصابات جديدة', 'الموجة الثانية', 'وزير الداخلية', '#كورونا_لبنان', 'وزارة الصحة']",0.0400916660077619,Positive
2020,5,81000,صيدا,Saida,"['وزير الداخلية', 'فيروس كورونا', '#كورونا_لبنان #لبنان', 'انتشار الوباء', 'الحجر', 'الجامعة اللبنانية', '#بتضامننا_ننجح #كورونا_لبنان #لبنان']",0.014802495792811548,Positive
2020,5,82000,جزّين,Jezzine,"['Syrian refugees', '#كورونا #لبنان', 'medical marijuana', '#كورونا #كورونا_لبنان', '#خليك_بالبيت #كورونا_لبنان', '#كورونا_فايروس']",0.042542891988585955,Positive
2020,5,83000,صور,Sour,"['#كورونا #لبنان', '#مدينة_صور #جنوب_لبنان', 'أرقام قياسية', '#بلا_مخ #كورونا_لبنان', 'إرتفاع نسبة الاصابات']",0.028429413435627927,Positive
2020,6,11000,عكّار,Akkar,"['#كورونا #لبنان', 'Lebanon']",0.05218040539247006,Positive
2020,6,21000,الهرمل,El Hermel,"['medical marijuana', 'كورونا']",0.05148546918767507,Positive
2020,6,22000,بعلبك,Baalbek,"['#كورونا #كورونا_لبنان', '#CoronaVirusUpdate: #Lebanon', 'Syrian refugees', '#Covid_19 cases', '#COVID19 #stayathome', '#stayathome #staysafe', '#online #COVID19']",0.052107136943202514,Positive
2020,6,31000,بيروت,Beirut,"['#كورونا #لبنان', 'إصابة جديدة', 'فيروس كورونا', '#coronavirus #كورونا']",0.058240279340415035,Positive
2020,6,41000,زحلة,Zahle,"['#MiddleEast #كورونا', 'أزمة كورونا']",0.11669042762792764,Positive
2020,6,42000,البقاع الغربي,West Bekaa,"['#لبنان_ينتقض', '#كورونا', 'الحكومة الجديدة']",8.922558922559914e-05,Positive
2020,6,43000,راشيّا,Rachaya,"['وزارة الصحة', '#كورونا #لبنان', 'إصابات جديدة', '#لبنان_ينهار']",0.08242803030303031,Positive
2020,6,51000,بعبدا,Baabda,"['#كورونا #لبنان', '#فيروس_كورونا #لبنان', '#لبنان_ينتفض', '#فيروس_كورونا']",0.0894300765785141,Positive
2020,6,52000,المتن,El Meten,"['medical marijuana', '#كورونا #لبنان']",0.06603491822396525,Positive
2020,6,53000,الشّوف,Ech Chouf,"['medical marijuana', '#كورونا #لبنان', '#weed #marijuana']",0.034514025536752806,Positive
2020,6,54000,عاليه,Aley,"['#كورونا #لبنان', '#لبنان_ينتفض', '#الدولار']",0.03578444918479217,Positive
2020,6,55000,كسروان,Kesserouane,"['وزارة الصحة', 'الصحة العالمية', 'إصابات جديدة', '#كورونا #لبنان', '#كوفيد١٩ #ڤيروس', '#وباء #العالم', 'موجة ثانية']",0.07165138258783628,Positive
2020,6,56000,جبيل,Jbeil,"['#وزارة_الصحة', '#فيروس_كورونا', '#كورونا #لبنان', 'حالة وفاة', 'إصابات جديدة', '#كورونا']",0.07036311341811151,Positive
2020,6,61000,النبطيّة,El Nabatieh,"['قرار المفرد والمجوز', '#كورونا_لبنان', '#بلا_مخ']",0.1972883597883598,Positive
2020,6,62000,بنت جبيل,Bent Jbeil,"['لفيروس كورونا', '#كورونا_لبنان #خليك_بالبيت #وطنك_بيتك #كورونا', '#كورونا #لبنان']",0.05134065463306534,Positive
2020,6,63000,مرجعيون,Marjaayoun,"['ازمة كورونا', '#كورونا #كورونا_لبنان']",0.11402777777777777,Positive
2020,6,64000,حاصبيّا,Hasbaya,"['medical students', '#كورونا #لبنان', '#انضبوا', 'online', 'كورونا']",0.00859914938862307,Positive
2020,6,71000,طرابلس,Tripoli,"['#كورونا_لبنان #كورونا #كوفيد_19', 'وزارة الصحة', 'إصابة جديدة', 'وزير التربية', 'تعوا عالجامعة', 'امتحانات', '#فيروس_كورونا #كورونا_لبنان #كورونا']",0.12651515151515152,Positive
2020,6,72000,الكورة,El Koura,"['بفيروس كورونا', 'إصابات جديدة', 'إصابات جديدة بفيروس', '#كلن_يعني_كلن #كورونا_لبنان', '#كورونا_لبنان #لبنان_ينتفض', '#كورونا #لبنان', 'معايير السلامة']",0.08395402575919232,Positive
2020,6,73000,زغرتا,Zgharta,"['#كورونا #لبنان', '#كورونا #لبنان #الله_الحامي', 'full lockdown', 'فيروس كورونا']",-0.01445457077036024,Negative
2020,6,74000,البترون,El Batroun,"['COVID-19', 'COVID-19 cases']",0.06175329383270611,Positive
2020,6,76000,بشرّي,Bcharre,"['Lebanon', '#كورونا']",-0.026581196581196585,Negative
2020,6,77000,المنية-الضنّية,El Minieh-Dennieh,['#كورونا #لبنان'],-0.054667207792207795,Negative
2020,6,81000,صيدا,Saida,"['اصابات بين مقيمين والوافدين', 'التباعد اجتماعي', '#كورونا_لبنان', 'الصحة العالمية']",0.07852100550964188,Positive
2020,6,82000,جزّين,Jezzine,"['medical marijuana', 'Lebanon', 'Syrian refugees', 'Benefits of Cannabis']",0.1076623750734862,Positive
2020,6,83000,صور,Sour,"['#كورونا #لبنان', '#لبنان', '#لبنان_ينتقض', '#لبنان #لبنان_يثور', '#كورونا #Covid_19 #COVIDIDIOTS', 'التباعد الاجتماعي', '#كورونا #لبنان #الله_الحامي']",0.039848105111263,Positive
2020,7,11000,عكّار,Akkar,['#كورونا #لبنان'],0.03809878292260747,Positive
2020,7,21000,الهرمل,El Hermel,"['Coronavirus', '#فيروس_كورونا', '#COVID19']",0.07319986398915627,Positive
2020,7,22000,بعلبك,Baalbek,"['#كورونا #كورونا_لبنان', 'إصابة جديدة', '#Covid_19 cases']",0.08601852552696111,Positive
2020,7,31000,بيروت,Beirut,"['#كورونا #لبنان', 'إصابة جديدة']",0.06290387557275699,Positive
2020,7,41000,زحلة,Zahle,"['#كورونا #لبنان', '#خليك_بالبيت #كورونا_لبنان', '#وزير_الصحه #وزارة_الصحة']",0.07431460991493886,Positive
2020,7,42000,البقاع الغربي,West Bekaa,"['#لبنان_ينتقض', '#كورونا']",0.025960743801652884,Positive
2020,7,43000,راشيّا,Rachaya,"['#كورونا #فيروس_كورونا', '#فيروس_كوفيد19', '#لبنان', 'اصابات جديدة بكورونا']",0.05984848484848485,Positive
2020,7,51000,بعبدا,Baabda,"['#كورونا #لبنان', 'فيروس كورونا', '#كورونا #لبنان_يحتضر', '#لبنان_ينهار #لبنان', 'وزارة الصحة']",0.06110105063987639,Positive
2020,7,52000,المتن,El Meten,"['Medical Marijuana', 'Legalize Medical Marijuana', '#كورونا #لبنان', '#كورونا #لبنان_ينهار']",0.029790426559507092,Positive
2020,7,53000,الشّوف,Ech Chouf,"['medical marijuana', 'Lebanon']",0.057349581246640066,Positive
2020,7,54000,عاليه,Aley,"['بفايروس #كورونا', '#كورونا #كورونا_لبنان', '#لبنان_ينطفئ #لبنان_يجوع #لبنان_يموت', '#ربطة_الخبز #لبنان #كورونا#لبنان_ينهار', '!#شو_ناطرين', '#لبنان__ينتفض']",0.07233047565022202,Positive
2020,7,55000,كسروان,Kesserouane,"['#كورونا #لبنان', 'وزير الصحة', 'وزارة الصحة', 'الصحة العالمية', 'إصابة جديدة', '#الدولار #Covid_19']",0.02528505291005291,Positive
2020,7,56000,جبيل,Jbeil,"['Syrian refugee', '#كورونا #لبنان', 'إصابة جديدة']",0.07886194183742568,Positive
2020,7,61000,النبطيّة,El Nabatieh,['#كورونا #لبنان'],0.025298220298220302,Positive
2020,7,62000,بنت جبيل,Bent Jbeil,"['كوفيد -19', 'التقرير اليومي', '#كورونا_لبنان #خليك_بالبيت #وطنك_بيتك #كورونا']",0.10997412904555762,Positive
2020,7,63000,مرجعيون,Marjaayoun,"['وزارة الصحة', '#لبنان #لبنان_ينهار #استقيلوا_يا_فاشلين', '#كورونا', '#لا_داعي_للهلع', '#كورونا #لبنان']",-0.13322510822510822,Negative
2020,7,64000,حاصبيّا,Hasbaya,"['#كورونا', '#كورونا_لبنان #كورونا #وزير_الصحة_القوي', 'Hamad_hassan']",0.047791538431186865,Positive
2020,7,71000,طرابلس,Tripoli,"['#كورونا_لبنان', '#الأمم_المتحدة']",0.04743589743589744,Positive
2020,7,72000,الكورة,El Koura,"['#كورونا', '#كورونا_لبنان', '#لبنان', '#coronavirus', 'إصابة بفيروس #كورونا']",0.05201501265489361,Positive
2020,7,73000,زغرتا,Zgharta,"['#COVID19 #Lebanon', '#كورونا #لبنان', '#COVID19 #healthNERDS', 'أعراض فايروس كورونا']",0.10716616487826597,Positive
2020,7,74000,البترون,El Batroun,"['فيروس كورونا', 'وزارة الصحة', '#كورونا #لبنان', 'COVID-19']",0.061253206832549374,Positive
2020,7,76000,بشرّي,Bcharre,"['#كورونا #لبنان', 'Lebanon:']",-0.04776629072681704,Negative
2020,7,77000,المنية-الضنّية,El Minieh-Dennieh,"['covid19', 'كورونا']",0.12724994194821782,Positive
2020,7,81000,صيدا,Saida,"['فيروس #كورونا', 'إصابة جديدة', 'وزارة الصحة']",0.005783752155703368,Positive
2020,7,82000,جزّين,Jezzine,"['Syrian refugees', 'medical #cannabis', 'legalizing medical #cannabis']",0.09203640258304438,Positive
2020,7,83000,صور,Sour,"['#كورونا_لبنان', '#Covid_19', '#Lebanon']",0.011478045763760051,Positive
